#,id,canonical_key,kind,condition_norm,then_norm,else_norm,has_else,occurrences,min_complexity,max_complexity,avg_complexity
624,624,d8a0dd3fabf20fc739fe6a2f99031e41c0f34977b9eea53aef7faef25cec4ba4,IF,PHONE-LAST-NAME = <SPACE>,DISPLAY MSG-LAST-NAME-REQUIRED MOVE <S> TO ENTRY-OK,,FALSE,1,1,1,1
625,625,6b72c8496f5c6b21e2a4590c4abbd1c907ad3051d766c3d6965ca24f8651d0d5,IF,DH3 = H1,PERFORM G,PERFORM B,TRUE,6,1,1,1
626,626,7690bf857f8853217ef00ffbb56077117e7edf3cecf704a8cdd6d3bacc8c5655,IF,EIBAID = DFHPF17,MOVE <S> TO HEXKEY,,FALSE,1,1,1,1
627,627,a31d7be1d91d5eed0e37721dc0e452b3788223698e3865ee59e663b80fd47074,IF,DB3 = DB1,PERFORM G,PERFORM B,TRUE,6,1,1,1
628,628,144e7a0a0c9c18e4e4194ebac3763054757b9911c044233a3fdca887d3ef5e30,IF,WEB-PATH = DEPLICATE,PERFORM 5500-DEPLICATE-DELETE THRU 5500-EXIT,,FALSE,1,1,1,1
629,629,86c1b625c26d124cc3b91560a258e047e6a7d202ffdb81ec010fbf90ebbb90ee,IF,SQLSTATE NOT = <ZERO>,PERFORM Z0100-ERROR-ROUTINE,IF WN-USER-ID = T-USER-ID SET IS-ID-IN-TABLE TO TRUE MOVE T-USER-ID TO WN-CUR-USER-ID MOVE T-USER-FIRSTNAME TO WC-CUR-USER-FIRSTNAME MOVE T-USER-LASTNAME TO WC-CUR-USER-LASTNAME MOVE T-USER-EMAIL TO WC-CUR-USER-EMAIL MOVE T-USER-PHONENUMBER TO WC-CUR-USER-PHONENUMBER MOVE T-USER-USERNAME TO WC-CUR-USER-USERNAME MOVE T-USER-PASSWORD TO WC-CUR-USER-PASSWORD MOVE T-USER-PROGRAM-ID TO WN-CUR-USER-PROGRAM-ID END-IF,TRUE,1,4,4,4
630,630,6223141facfd73437e33701cd90eb6cc35a88cc6fa549cc5ff562d51ec0f548e,IF,X = <S> AND Y <> <S>,ADD <N> TO WS-RESULT MOVE <N> TO WRONG,IF X = <S> AND Y <> <S> THEN ADD <N> TO WS-RESULT MOVE <N> TO WRONG ELSE IF X = <S> AND Y <> <S> THEN ADD <N> TO WS-RESULT MOVE <N> TO WRONG END-IF END-IF,TRUE,1,3,3,3
631,631,df8a0bf978eb634cf0c96c8e41253875db10c5c7a460e31b23d744f2340ab877,IF,LOOPCTRL NOT = <N>,GO TO RDPVLP2,,FALSE,1,2,2,2
632,632,3e92792e04f8b6e2e2580ec83910d0be6fec901d49a80380a8500ac64515f56a,IF,I > <N> AND WS-POINT <= WS-POINT,MOVE <N> TO IS-LOW,,FALSE,1,2,2,2
633,633,8f0d66ad9b68f02e25178607f834310905861895b3eb4170450c634b2a6f8711,IF,RETURN-CODE = NC-RET-OK,DISPLAY <S> WS-HANDLE PERFORM 5920-DELETE-TEST-02,PERFORM 6100-FAILED,TRUE,1,1,1,1
634,634,d6007d626c2680081dd1b42566145a598a0b16c061201ac35425a37c03107214,IF,EH3 = Z1,PERFORM G,PERFORM B,TRUE,6,1,1,1
635,635,5c706b4aed5d4279586ccb217b9e8c4c6fe6b77e124b249ef708e90f805bc4db,IF,ASCII-LOWH,MOVE <N> TO CHAR-CODE,IF ASCII-LOWI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PIPE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-TLDE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DEL THEN MOVE <N> TO CHAR-CODE ELSE MOVE COBOL-STRING TO CHAR-CODE,TRUE,1,9,9,9
636,636,0c984b39baf83a5878edc30fb40b8f1b3b0bad0cd0ab2e689246e6c0915c2238,IF,EIBRESP = DFHRESP,MOVE ZK-ZF-KEY TO INTERNAL-KEY MOVE <S> TO PROCESS-COMPLETE MOVE <S> TO ZF-SUCCESSFUL,,FALSE,1,2,2,2
637,637,53b86fc38ac6909cf8e508a19e04573b300ca0c862160ba4c97a5dea5a102be7,IF,WS-OUT-COUNT = <ZERO>,DISPLAY <S> PERFORM 6100-PASSED,DISPLAY <S> WS-OUT-COUNT <S> PERFORM 6100-FAILED,TRUE,1,1,1,1
638,638,dc5b7d9923b5027ac07035e84d3e9a73d04c1d08a942957857a66f9d193b3467,IF,GRADE-ID-IS-IN-TABLE,PERFORM B0220-CHANGE-GRADE-ITEM,MOVE <S> TO WC-PRINTSCR-STRING CALL <S> USING WC-PRINTSCR-STRING,TRUE,1,1,1,1
639,639,a59e60ff512e7143ddeb2f06f1f4e6a051826519d07b1274c249cf2a1a54cfe0,IF,EXTRA-YEARS = <N>,IF RUN-DD = <N> MOVE <S> TO EOM-SW,,FALSE,3,1,1,1
640,640,5e6b3c99ce30d70c76a1a21ec5c53e82e1d6d0ecd70a3e68d721da05d527390b,IF,DB3 = DH1,PERFORM GOOD,PERFORM BAD,TRUE,2,1,1,1
641,641,08ceae40ed7f58daf5f6b13949938e8782445764676bc89371a9f8af1c9e7c60,IF,LOCAL-ID-IS-IN-TABLE,PERFORM B0220-CHANGE-LOCAL-ITEM,MOVE <S> TO WC-PRINTSCR-STRING CALL <S> USING WC-PRINTSCR-STRING,TRUE,1,1,1,1
642,642,f75596351790dcd03a677bff513bfedc92ce6f4cdc625b2647f58a23595b5927,IF,D2 = <N>,PERFORM GOOD,PERFORM BAD,TRUE,4,1,1,1
643,643,e491e50e3b3de22c81819b89c448dd47d22fd16b023c3309e82bc40d43482847,IF,RELATIVE-TIME > TTL-MILLISECONDS,MOVE HTTP-NOT-FOUND TO HTTP-204-TEXT MOVE HTTP-NOT-FOUND-LENGTH TO HTTP-204-LENGTH PERFORM 9700-STATUS-204 THRU 9700-EXIT PERFORM 5100-DELETE-KEY THRU 5100-EXIT PERFORM 5200-DELETE-FILE THRU 5200-EXIT WITH TEST AFTER VARYING ZF-SEGMENT FROM <N> BY <N> UNTIL EIBRESP NOT EQUAL DFHRESP PERFORM 9000-RETURN THRU 9000-EXIT,,FALSE,1,3,3,3
644,644,fde7f689a7652c7953a86b784c8708ce8660ec8dfc37b1d0ed12c8ddee6c0590,IF,EB3 = EH1,PERFORM G,PERFORM B,TRUE,6,1,1,1
645,645,6a7bcf0e05c258beb7019ba87edf60e179e71e98f08423efef0d582141505e27,IF,CMD-OPT-H OR CMD-OPT-HELP,SET OPT-VALID TO TRUE SET OPT-H TO TRUE,,FALSE,1,2,2,2
646,646,91b1105231544f2d65257e4ce666161f73ef99765620dd497cdcf50cb6657d79,IF,SQLCODE NOT = <N>,MOVE SQLCODE TO WS-DISPLAY-SQLCODE DISPLAY <S> WS-DISPLAY-SQLCODE,MOVE SQLCODE TO WS-DISPLAY-SQLCODE DISPLAY <S> WS-DISPLAY-SQLCODE,TRUE,1,2,2,2
647,647,406e08d9851673fc2ab5661c53999fae60192dac72bdd883f791d9edab1a6879,IF,LH1 = F1,PERFORM GOOD,PERFORM BAD,TRUE,3,1,1,1
648,648,3fa98c561e523b97a410b5d239237cf46fd24f990f0f8bf6c2c8d7500e3b638b,EVALUATE,OTHER,MOVE <S> TO ERP3FLDO MOVE <N> TO ENP3OPTL EXEC_BLOCK_STUB GO TO ENDIT-STARTIT,,FALSE,1,2,2,2
649,649,886d7335601654165e8833c2bcdf05443049e77f36aa7b7fee8102faed29ed91,IF,ASCII-BS,MOVE <N> TO CHAR-CODE,IF ASCII-TAB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-VT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-FF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DLE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DC1 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DC2 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DC3 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DC4 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NAK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SYN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-ETB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CAN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SUB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-ESC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-FS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-GS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-US THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SPC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EXC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DBQT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PND THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DLR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PCNT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AMP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SGQT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LPRN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RPRN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-STAR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PLUS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-COMA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DASH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DOT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SLSH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM0 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM1 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM2 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM3 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM4 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM5 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM6 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM7 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM8 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM9 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-COLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SCLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LESS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EQL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-GRTR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-QUES THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKSL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CRT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-UNDS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKTK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PIPE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-TLDE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DEL THEN MOVE <N> TO CHAR-CODE ELSE MOVE COBOL-STRING TO CHAR-CODE,TRUE,1,41,41,41
650,650,0d415609c413273966be97cb83b39ba96313678d5379051af2f1708a9a0d359d,IF,RET-CODE = <N>,PERFORM GET-CUST THRU GET-CUST-EXIT,,FALSE,1,1,1,1
651,651,38d8097a07784b77c6fedfd7c7e1a603b71af3d31380462754cb705d40435c47,IF,LH1 = LD1,PERFORM GOOD,PERFORM BAD,TRUE,3,1,1,1
652,652,b0b28aabbb6c14b4ee28f0bdd8408715fb3d942c415340f90162f6f8edcfe438,IF,EIBAID = DFHCLEAR,GO TO ALLDONE,GO TO KEYPRES3,TRUE,1,1,1,1
653,653,d5e44ce382155ead3f3e5c30624464a7c63b4cb7002b8031035d65af9c232f52,IF,Q3 = P1,PERFORM GOOD,PERFORM BAD,TRUE,2,1,1,1
654,654,d48a15c6ecf9bce659cd874f7ecdd8504dd3e68ff6c70a3c52fb55d6e240083c,IF,LD1 = F1,PERFORM GOOD,PERFORM BAD,TRUE,3,1,1,1
655,655,885299f91233ddaa44766c625f8fc123e632b4ed8a55c0c35a693ebc87918c4e,IF,G3 = F1,PERFORM G,PERFORM B,TRUE,6,1,1,1
656,656,91d916532679ea4ed7ccea632453a9da1cc2d03320353ff4cd934063318ab92e,IF,PLAYER-CHOICE = <ZERO>,CALL <S> USING <S>,CALL <S> USING <S>,TRUE,1,1,1,1
657,657,ff4d83978adbf779a8cdfc547239b0209ff874dd6b8d8fb52d72f4e2e5ec77fb,IF,Z1 = Z1,PERFORM GOOD,PERFORM BAD,TRUE,3,1,1,1
658,658,17881271853bbdbb351aa2cc715f301e3aa2cfbdef6f2c6ab7641c83b71c20e8,IF,ASCII-DC2,MOVE <N> TO CHAR-CODE,IF ASCII-DC3 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DC4 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NAK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SYN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-ETB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CAN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SUB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-ESC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-FS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-GS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-US THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SPC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EXC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DBQT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PND THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DLR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PCNT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AMP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SGQT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LPRN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RPRN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-STAR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PLUS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-COMA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DASH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DOT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SLSH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM0 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM1 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM2 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM3 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM4 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM5 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM6 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM7 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM8 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM9 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-COLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SCLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LESS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EQL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-GRTR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-QUES THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKSL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CRT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-UNDS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKTK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PIPE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-TLDE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DEL THEN MOVE <N> TO CHAR-CODE ELSE MOVE COBOL-STRING TO CHAR-CODE,TRUE,1,37,37,37
659,659,0aa9a1bc50d2d2daeaba5e5128ab8c0edcbae99000f4fa145f57ab75b4a97fc7,EVALUATE,ACCOUNT-TYPE-CODE = <S>,MOVE ACCOUNT-CHK-BAL TO ACCTBALO,,FALSE,1,1,1,1
660,660,8c0e054f34c9633c0fb4e06417d474640eba49312513af77b699a13ae38403b2,EVALUATE,WS-REQUEST-ID = <S>,INITIALIZE DB2-COMMERCIAL PERFORM GET-COMMERCIAL-DB2-INFO-1,,FALSE,1,1,1,1
661,661,1776c3ca95392576bfa2e7d8acb4af386ed2b7a2ba706f307ccab290ba085688,IF,ED1 = H1,PERFORM GOOD,PERFORM BAD,TRUE,3,1,1,1
662,662,9c279f344f8a0848e0810fb385009b3aad0ed0c803dbeeceddb17ccaad6b987d,IF,DATEF = DFHBMCUR OR DATEF = DFHBMEF,MOVE <S> TO CURSO GO TO GUI6PROC,,FALSE,1,2,2,2
663,663,5607fbcaad8a7f875e15f0f4a78d49487b7c09094ca4af3b2a47b38f2419d18e,IF,LXP-ISOPEN = <SPACE> OR LOW-VALUES,MOVE <S> TO LTEXT OF PMW SET LLEVEL-INF OF PMW TO TRUE CALL PUT-MESSAGE USING PMW PERFORM OPEN-FILE,,FALSE,1,3,3,3
664,664,0ad28c6ff5014ba64e09746927d7a24c19306bd78ca3db0d217e73a361fad9ca,IF,RESP NOT = DFHRESP,PERFORM GENERIC-ABEND,,FALSE,9,2,2,2
665,665,3d50dfeefe15a38e9160f48acfc800a0963e3da164f3382afa44e560a702b866,IF,LH3 = Z1,PERFORM G,PERFORM B,TRUE,6,1,1,1
